Temperature [_ C],Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH,Target
30.96,60.9,139.31,973.5955672,63.00663485,1.16,2,80.0,64.0,130.0,319.0,3.74,100,2.39,1
30.08371259533386,65.53371766829056,100.0,50.36490259,37.27002792,0.74,1,150.36381890468795,54.395451214806585,127.25943714413289,609.3379352980446,1.7374825157588676,17,1.8791061591146931,0
19.08,70.75,553.45,379.9804238,586.0867424,1.42,3,111.0,79.0,61.0,476.77,3.74,125,3.41,1
19.730739250271732,100.0,100.0,783.4224518,668.028931,0.82,2,79.50736414197995,117.27420266863952,194.6053820799055,389.68843196152363,2.997545006158907,105,4.04656113315278,0
15.140682908040457,83.80316258209538,21.269264090822134,893.5004156,413.2009783,1.44,2,107.45361504822034,52.9491400729008,92.13097927954246,956.2956111639573,3.634172176161006,100,4.035360310440236,0
23.68,65.18,567.04,29.59353262,281.2410355,1.49,3,86.0,85.0,90.0,249.58,3.03,115,3.81,1
28.512764267251143,57.28003511616055,100.0,640.4427825,149.8412174,0.83,2,75.78948086477082,124.01786107513112,20.1540463689296,165.49678412553348,3.0400260469924043,65,0.0,0
28.14,76.43,442.31,1085.729078,341.4653778,1.42,2,104.0,85.0,102.0,207.09,2.93,110,4.09,1
30.2,96.3,532.0,30.34677521,13.15026926,0.433333333,0,107.0,37.0,50.0,35.0,1.85,5,3.62,1
27.4,82.3,215.0,507.9078556,223.4794565,0.44,0,107.0,37.0,50.0,642.0,0.65,6,3.55,1
27.41,60.06,167.44,78.2127168,591.0119756,1.47,2,82.0,99.0,130.0,114.23,1.41,62,2.03,1
21.48,86.56,609.32,66.73030534,62.42861698,1.45,2,92.0,51.0,71.0,440.29,2.41,100,6.68,1
29.54,70.48,559.63,606.8427157,621.1816351,1.3,3,68.0,81.0,117.0,525.75,3.66,130,5.81,1
17.194157147304587,63.96024141567098,100.0,635.9747282,59.7085905,1.21,2,153.59877016828668,1.5319441869576096,128.49888990213518,0.0,1.6285080788114532,85,6.08417484759186,0
30.91,93.68,681.93,697.6683218,567.1426016,0.81,2,64.0,63.0,56.0,376.4,1.48,62,4.04,1
38.751696411792025,75.77261993131462,100.0,424.8050703,484.8269973,1.48,2,114.78846744294333,36.68583813071839,46.98997863890867,567.6477448200216,4.192513975297,100,10.435911756852837,0
24.377054357810632,68.41327905171283,100.0,985.4435572,237.911579,1.27,2,46.07119125184283,47.89109405734762,142.0510922455607,84.55022932383906,0.5000921605488575,100,6.820096238598998,0
21.18,66.94,539.95,14.34218724,827.7528844,1.11,2,73.0,91.0,136.0,168.61,3.75,100,2.77,1
32.54871613434891,50.023238517282095,100.0,160.2821271,443.811816,0.84,2,101.57864289096605,13.058437407154642,30.108480114589057,413.183808949429,2.7819376525293946,100,3.0865305137712298,0
20.79627083147584,76.19067354637534,100.0,437.4693156,76.54914967,1.43,2,132.9242612678512,46.622233074970325,142.57456178141385,0.0,1.6058011266602517,100,1.23441905047796,0
30.407002109726115,100.0,100.0,1033.669302,593.5431529,1.43,2,87.76068757396992,59.63581227400601,80.8226037798711,1090.8164921582693,4.726968787940285,55,6.749079071422568,0
18.093152817664794,56.8155236680759,100.0,459.0155303,614.6252537,1.42,2,94.46264564002743,-6.252165261477366,66.5513259993502,496.05836523820824,3.5516859564788255,50,5.677886142861701,0
13.944523012791127,61.959856167311486,100.0,1000.046618,631.6413648,1.15,2,72.60386867524784,30.426812549995525,140.47499878390738,305.7004516085683,3.6898961231749547,65,1.1631312846963513,0
16.323528747647778,74.03553609840546,100.0,324.8870829,267.3431935,1.25,2,78.35615305303222,154.73624017884845,142.80076961078373,660.3842816472422,3.838942369457024,90,4.290270790794608,0
21.38,63.18,478.89,480.7127223,617.1328195,1.03,2,94.0,98.0,76.0,472.26,2.1,65,6.02,1
22.98,66.76,562.33,595.7368133,244.6075033,1.25,2,62.0,102.0,114.0,334.12,2.04,100,2.2,1
33.20562573673177,61.653290460593226,100.0,848.7638611,587.3372238,0.81,2,63.19350745100146,87.16206508522626,122.59500923103012,0.0,4.768179875875277,55,2.609690211336743,0
18.69,69.01,658.19,818.1835776,539.1649157,1.02,2,78.0,93.0,50.0,434.12,3.02,100,5.56,1
17.087467051182344,67.28804645955103,100.0,129.494116,468.286586,0.84,3,48.312177128458465,36.084653618574094,43.754646227233025,0.0,0.0,125,3.777964719806425,0
27.48,73.78,267.45,49.62063322,748.5530155,1.16,2,79.0,62.0,69.0,40.5,1.99,85,2.98,1
21.88,88.01,283.17,431.7142358,49.01371385,0.97,2,63.0,58.0,104.0,408.67,2.2,100,3.81,1
13.759175966846444,83.44084834362096,58.28069045781231,315.242999,669.3787762,1.06,2,110.70928919171075,80.3230923190296,49.94090596350763,431.80057476171766,3.2720296522704153,85,7.530499893667035,0
26.346255624338156,84.39474557487736,100.0,728.6825946,33.16408229,1.2,2,104.10601711376634,134.1852893123943,100.13028628826014,962.1459337496472,3.7959497570193985,100,3.9190332656506435,0
27.2,70.32,145.62,205.2802356,469.0264318,0.97,2,90.0,53.0,58.0,730.64,2.76,85,3.15,1
7.958177356623549,96.54954558155441,0.0,247.5333107,5.905218759,0.82,2,60.76083580975659,118.36560766521,91.30225355367028,889.4214198478483,2.209780618763321,85,5.141942353655616,0
17.07738360486083,44.35060380374391,100.0,756.2302515,549.1775626,1.2,2,55.62555779074722,133.99851450293394,125.07992933821866,0.0,1.027225208602644,100,8.327002385880263,0
31.08,79.76,692.33,463.7263053,197.0548872,1.02,2,105.0,49.0,132.0,346.0,2.28,55,2.36,1
24.22506383225904,49.05043146524306,0.0,119.4423386,407.1390876,1.38,2,115.6595398791508,107.48606203355457,-2.420864983670853,900.7944731476618,0.8611882765707588,70,0.6287738759417945,0
34.07490246076455,54.092512616246474,0.0,556.4249029,233.6984592,0.42,0,130.57323625187496,44.53652831168243,118.30121332304795,973.9913821999894,2.0063759391679086,3,5.48578438988365,0
37.767970837393875,73.24026045067868,0.0,905.7973978,701.8431695,0.84,2,155.76184711699898,62.82352719449477,115.88243664160395,0.0,3.0089732031479617,45,1.317418211848047,0
14.67842618726849,45.17930153906364,100.0,769.1357451,834.6406919,0.85,2,79.5392449216133,48.37947771143402,97.2737939004563,29.906097995132086,1.9236545789650525,110,6.078307041109481,0
23.49,67.97,553.69,771.8636397,423.8637244,1.19,2,104.0,97.0,124.0,192.53,2.0,70,3.74,1
28.82,71.71,390.29,1.227436382,244.6889026,0.93,2,94.0,92.0,77.0,623.21,1.35,105,2.33,1
15.844506936777352,95.01217027009338,0.0,566.8626575,674.1084722,1.23,2,116.17934163694773,92.24544665372109,54.395380028479615,1142.5110534601345,2.1223735280050438,85,9.771349036549696,0
24.340919929725377,88.89479744407979,100.0,178.0510627,74.78144634,0.42,0,112.24020518768029,71.82541404525075,96.41351775306697,690.205937600246,1.835701393943332,3,6.416666206559176,0
29.58,69.81,127.67,189.7689396,337.9265487,1.2,2,72.0,94.0,131.0,425.76,2.89,85,2.29,1
28.57,94.01,152.51,288.1651403,599.67285,0.99,2,102.0,105.0,76.0,9.38,1.8,100,2.53,1
25.619285756524484,83.62390948680769,100.0,852.4462114,526.5331072,0.92,2,73.84655611025237,77.50434843951385,163.50416316666593,742.6287339129138,2.5509332378697205,85,1.565117458497991,0
20.16,90.34,195.0,777.2331384,701.8716161,1.46,3,78.0,51.0,46.0,290.83,3.55,125,2.25,1
14.611370468951947,80.89725625109247,100.0,175.8989374,587.9129146,1.04,2,27.59644358144474,97.13709974429497,202.73582872988203,0.0,0.0,100,0.0,0
20.288734391096746,83.47524079304029,100.0,264.8032567,328.9452495,0.88,2,59.63865442147278,138.50380745293805,141.16042436483815,0.0,3.010095775326258,62,0.2795714365644555,0
33.68822680176294,46.92159468294987,80.79409656832979,888.6757955,846.0982768,1.04,2,49.446338563365046,47.06707328391703,94.64139799939663,872.8166402373422,5.582925075034378,100,2.2068587506940838,0
29.28,61.0,144.93,77.90664742,534.4437937,1.2,2,112.0,69.0,57.0,202.75,3.67,85,5.94,1
17.41913415105085,88.00507411396569,100.0,99.50351784,535.5861996,0.81,2,80.7368386107111,108.83003372176024,48.81331478001697,887.3312510508796,3.768106558589766,94,3.6020244988956462,0
10.016242215631433,63.98464111460697,100.0,1001.607442,302.7632391,1.01,2,25.274417573625954,82.37840111477708,36.53156902390349,389.439427842375,0.0,65,4.481047143431315,0
22.94,87.44,523.52,933.4140109,141.2804961,0.98,2,72.0,70.0,130.0,432.4,2.02,100,4.21,1
27.433760733230134,36.05718230602274,15.033895508726744,148.9549714,891.0276417,1.39,2,47.45339770510644,51.374090479643364,19.561424831071747,387.03366278362085,6.790831257058761,100,1.8999034394417995,0
26.463304557691252,67.1999952930112,100.0,986.2498899,475.5935586,1.06,2,145.08680581848697,152.79181799576963,176.99300806455614,804.5039791349923,1.8227482886979054,100,5.727552890804391,0
26.86,68.96,402.96,707.404447,411.4918625,1.16,3,110.0,47.0,47.0,305.36,3.23,120,2.34,1
17.76668338320503,71.77215744777969,100.0,340.3042855,44.54009054,1.28,2,121.1317654900442,128.98024358015306,132.37168057279865,35.31458314872975,4.819594297276702,94,4.921202120412117,0
27.709937076379255,71.46786803572147,100.0,23.71870688,93.5936782,1.18,2,95.0767871915044,37.39009434223831,110.2230370594195,785.2624404540313,1.7976491981169096,85,1.5164970981713908,0
38.73587580316431,43.72690301714367,100.0,1071.945712,772.4938548,1.2,2,134.97738607836607,56.122116554174085,178.0911738568562,0.0,2.3629723749405893,55,3.474376610473381,0
30.3,76.5,307.0,559.5170765,234.9971721,0.42,0,107.0,38.0,53.0,622.0,2.09,3,4.32,1
30.75,75.68,177.39,447.3287117,264.4220173,1.49,2,91.0,52.0,135.0,584.85,2.02,100,5.46,1
31.64,65.64,579.56,502.439118,169.8084578,1.08,2,95.0,78.0,66.0,104.66,3.01,62,5.5,1
22.75,86.14,589.1,206.2611122,74.84472204,0.94,2,68.0,91.0,40.0,78.8,2.0,100,5.43,1
36.26053409855481,80.75098630168776,0.0,732.8997311,499.5956291,1.45,2,72.08936456008982,-12.332528195338568,28.971342557860524,390.1370870528652,0.37831872027014724,62,3.417413822746502,0
32.6764897042254,88.07944220416253,100.0,1091.996281,315.3494493,0.95,2,125.16350515978968,135.62094421051043,102.83582828574603,144.9817879579789,0.0,105,2.8323162580511587,0
26.571292456145507,53.12636448906294,0.0,337.4724925,756.7916177,0.86,2,111.6591458639642,93.5236574197823,22.034630924639075,490.60330109008805,4.704524970545099,105,1.7788022673676025,0
21.080658718658277,100.0,100.0,325.0875518,238.0400596,1.36,2,108.49999816436855,50.37264984865786,154.57181633788477,344.0627146335718,4.574508884266966,85,3.4254409446090666,0
18.01,94.94,587.67,206.8115871,662.0570678,1.34,2,104.0,106.0,68.0,248.24,3.14,105,3.14,1
23.26337206209166,80.68316017101655,100.0,1050.297678,272.3985375,1.04,2,70.80007201202835,112.93207098301522,162.06359345215787,686.9374103920986,1.644273591050018,90,8.882134392749771,0
16.06963729241391,91.21607319758678,100.0,846.1131204,745.328895,1.29,2,60.5090300959918,42.32978897657917,166.37199980700223,405.18873242997887,1.8221786496527255,105,2.0498121546194814,0
31.36,70.94,521.83,860.2324698,7.700276962,1.23,2,61.0,71.0,101.0,220.94,1.19,70,2.62,1
35.17253490430018,75.09041095278366,100.0,982.2392308,49.19815318,1.42,2,95.70776563629258,83.92459998191171,136.8337781148569,586.621342345553,3.025390757671861,62,5.833530028412354,0
28.25,74.77,536.46,601.2161019,371.2042233,0.98,2,101.0,91.0,73.0,563.25,1.65,100,6.61,1
20.38,78.92,603.59,566.3674882,825.5435076,1.01,2,98.0,83.0,64.0,144.01,1.59,85,5.48,1
35.21097748350499,91.24622802219216,100.0,719.0758281,656.0378589,1.12,2,144.56984583358192,27.95734260462119,110.81945468641695,822.9011385040837,4.6441234363753905,85,2.610301454961535,0
30.26,76.53,302.31,1011.867625,525.318157,1.48,2,89.0,84.0,133.0,714.62,3.25,100,3.92,1
11.736235349774002,100.0,100.0,373.8243514,371.7417559,0.8,2,147.99535045897537,39.726654414921505,71.85455681598015,374.4141620013935,2.692249855701949,55,9.06931571033098,0
27.32,73.5,601.94,1090.15648,362.3267719,1.49,2,87.0,43.0,93.0,493.52,1.4,100,4.07,1
30.374292354999348,50.003341153059615,100.0,406.6341477,555.0901694,1.46,2,77.10833500358434,171.681640680624,118.93614060254887,0.0,4.560228105679483,100,1.5109063630239499,0
26.765985390624866,82.70695591502334,100.0,1098.125871,465.9150584,1.44,2,90.43613286067678,41.25693973416975,109.02570281860037,971.6057340433847,2.1823067094046675,85,4.313941998818503,0
30.41,61.21,195.73,172.8892403,260.1588868,1.47,2,95.0,77.0,135.0,263.13,3.41,105,5.33,1
26.06,78.65,514.38,669.2679575,299.7984266,1.25,2,113.0,57.0,126.0,588.66,3.12,100,5.96,1
23.28,84.72,520.91,517.9065458,819.4709425,1.49,2,99.0,69.0,91.0,627.21,3.74,110,6.63,1
25.46,68.47,174.54,133.4377469,866.7331221,1.44,2,99.0,76.0,60.0,299.26,2.69,70,3.71,1
30.04,86.74,609.68,1000.47544,160.1531069,1.01,2,117.0,99.0,134.0,262.68,3.54,85,2.24,1
25.92206080977664,98.19012290826694,100.0,446.3315771,221.7509263,1.25,2,66.15061722348793,124.77021480692285,93.47989399973493,443.6483613014576,3.3946208425227655,94,4.900062807605996,0
25.480416673368424,81.14413836224581,0.0,425.8259044,209.3501979,0.95,2,50.67182837161973,146.31105196879605,162.98386755907666,873.351449712272,1.7733867049564238,100,10.122127610205254,0
33.149884001590955,82.54738260653106,100.0,1073.998559,728.6020917,1.07,2,42.6267197292665,63.85010569354726,181.0281103551511,1317.74379634235,4.003407539196246,45,2.0260942512570113,0
29.23345202923137,49.576309507711386,100.0,438.1065818,831.1774432,1.09,1,111.98270780671545,161.45004214494642,82.91114196193142,0.0,2.166970450646433,35,2.1327391368970527,0
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,1.44,1
8.825277293157098,66.82091759267976,100.0,143.2581965,116.5224535,0.88,2,137.11649292270207,46.82317202550956,68.46983934609625,354.15564255548486,4.104166557121369,105,3.226249931272341,0
31.2,95.0,587.0,137.9037365,59.7582858,0.433333333,0,117.0,42.0,58.0,171.0,1.08,5,3.49,1
21.44,86.13,212.66,126.6131516,882.9144295,0.87,2,91.0,87.0,52.0,560.81,2.44,62,6.37,1
22.26,63.27,279.71,923.6306908,405.8779211,1.31,2,71.0,83.0,57.0,282.47,1.68,85,3.98,1
22.7487540576391,77.9133103042251,100.0,555.1613082,872.080558,1.49,2,121.71604267616601,58.08827400075601,97.59230491450337,186.6211465372591,0.0,85,0.15512867053759072,0
31.96764405633231,51.303473501351576,100.0,852.5841976,804.4288723,0.83,3,100.68670604192957,72.52999115756764,36.27160004752014,1205.0248808634892,1.417774758486035,115,5.279196842179651,0
33.60623747941426,100.0,0.0,216.1015933,32.09735917,1.01,2,95.8972337069167,59.19338530276416,64.11203098855438,0.0,0.0,100,0.0,0
29.94,90.35,598.64,728.9339177,317.1199314,1.01,2,107.0,60.0,112.0,350.47,2.15,100,6.15,1
17.98656701530507,100.0,100.0,1036.302851,269.3791593,1.49,2,13.92127280008394,105.69976953198793,96.29994145252313,1166.4841038444142,2.011768087541932,70,1.2926330604977672,0
23.37,64.37,412.72,293.2313027,879.1163011,0.97,1,66.0,101.0,91.0,271.1,3.65,35,4.42,1
28.27,60.61,490.54,1020.630649,603.8395609,1.37,2,110.0,100.0,124.0,277.55,3.67,70,3.22,1
22.03,90.34,689.83,442.9513842,3.217527826,1.08,2,109.0,90.0,43.0,299.42,3.77,100,5.88,1
22.660515335789178,79.49695951554223,100.0,219.1889984,517.9658244,1.01,2,80.12510156428246,-1.516808649699712,82.94645792281432,247.23940990499807,2.22965757305258,100,2.8923478006714536,0
21.1,63.86,551.83,1024.185752,47.8796545,1.16,2,99.0,105.0,86.0,77.52,2.11,100,2.93,1
27.24,71.58,219.54,147.9796146,396.1029748,1.18,2,69.0,89.0,48.0,84.55,3.05,55,2.08,1
27.86,65.47,512.49,626.7304071,792.2625119,0.85,2,68.0,64.0,100.0,294.14,2.07,94,2.28,1
26.12,65.34,476.46,324.8870829,267.3431935,1.25,2,110.0,103.0,131.0,405.93,2.2,90,2.73,1
32.3498579050392,88.98470385331083,100.0,50.36490259,37.27002792,0.74,1,154.34672646618887,14.697412970492174,79.23654809277204,92.23998847761425,3.0914578710482274,17,7.012754421283759,0
30.27,86.23,259.53,570.8407823,878.9363054,1.4,2,110.0,104.0,100.0,687.13,1.17,110,5.43,1
20.49,76.42,458.15,417.2956187,605.8978604,1.1,3,88.0,90.0,55.0,234.56,2.8,130,4.07,1
23.55090207977785,65.9371938616781,100.0,818.2837824,600.1926003,0.87,2,90.6509777720785,-8.004309760975104,131.78202125156147,743.7125373236693,1.2058087084407036,100,1.3141208192959613,0
31.13,93.39,259.26,830.571619,190.5150413,0.95,2,106.0,68.0,108.0,41.42,3.26,85,2.92,1
21.588509797802224,100.0,100.0,542.7038339,523.6246339,1.1,2,60.27178148938174,68.22767056764143,99.1606282150032,711.8650454940589,1.065070070226287,62,3.093974363840614,0
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,3.73,1
26.14,81.93,512.45,307.2978429,205.8670553,1.43,2,60.0,101.0,107.0,120.84,1.57,65,6.41,1
18.95,78.76,481.56,531.4417373,749.7073561,0.92,2,92.0,79.0,115.0,644.48,2.14,85,3.26,1
31.380305378239523,97.46363800310989,100.0,461.2801355,525.3479333,1.39,2,150.54055174799305,84.28767224474151,66.68565322212183,635.3251706498788,1.374581435604871,85,9.49191361795913,0
22.665829611750652,54.974874443333576,100.0,648.8105873,458.1997476,1.17,2,49.99280186675847,117.00959197495267,152.43022045248705,871.3456520214233,1.2562183575011847,100,3.6604266502930134,0
30.58,91.55,639.17,64.06836664,125.8157036,0.95,2,70.0,86.0,102.0,54.25,2.89,94,6.64,1
24.48,83.57,371.3,720.0101117,263.1633825,1.17,2,69.0,68.0,75.0,367.28,1.38,100,3.98,1
35.15871652089161,100.0,46.6630325926435,484.1262589,624.3927473,1.21,2,80.79927921883379,43.0726705477862,157.26129658203524,111.24228368230882,4.826617090562616,100,2.345300293488924,0
12.349887218338445,69.29283957742905,100.0,735.0953965,743.6401427,1.18,2,9.86081454126628,45.069205245582005,178.3780626655642,314.8622278133465,3.142741166178953,85,1.6213320943330292,0
23.23,70.07,649.27,396.6177675,185.1245562,1.37,2,84.0,101.0,47.0,555.02,3.69,65,5.14,1
28.05,71.39,438.42,663.3024231,618.961087,1.48,2,71.0,55.0,80.0,24.89,3.5,94,5.3,1
22.39,68.05,345.3,317.9277869,262.1235368,1.47,2,97.0,105.0,56.0,344.7,3.73,100,5.34,1
20.1,63.84,597.09,718.0342142,688.0706321,1.29,2,79.0,60.0,84.0,327.5,1.67,110,6.63,1
26.47,71.74,604.0,455.4990211,301.1298618,1.45,2,76.0,81.0,78.0,699.35,1.18,45,4.47,1
10.932694348787646,100.0,100.0,463.0851784,154.7418668,1.12,2,67.6856116033081,24.26811224377184,91.45711340167539,721.3714519936569,2.3913414659396146,45,2.605089612076491,0
33.55516487613453,85.58298609215585,0.0,870.8385585,440.5833678,0.89,2,113.13344072223227,118.0082762106737,124.50344957799223,771.0647958743718,1.0505645266572454,65,3.2736120179852772,0
19.11,80.93,256.43,899.1882939,256.7872956,1.4,3,94.0,72.0,40.0,469.73,2.36,130,6.64,1
28.6,86.07,652.85,377.1922244,642.0078552,1.05,2,114.0,46.0,114.0,155.68,4.11,100,6.93,1
27.94,83.34,468.9,631.610935,691.0320888,1.46,2,110.0,45.0,50.0,375.82,2.81,94,3.41,1
20.889221892129815,81.22708919743022,92.7591857026215,806.7299266,223.6391426,1.02,2,70.68824936232433,64.5651945025522,42.45037679803842,21.877963811612233,1.3684124262622728,85,4.940272758191446,0
37.064343988346856,56.504388709560004,0.0,736.4044276,794.2158492,1.35,2,123.06944377600706,26.79483132441439,182.71594211050802,166.9042267920729,5.893784727683452,94,5.281844825359425,0
34.135838342646636,37.62641180952944,16.573619039455934,80.94277633,845.532367,1.36,2,49.81703383611857,16.100542291916966,127.24242603590214,595.1437513167298,3.591220840839953,70,7.826025445311288,0
36.77465990612653,64.92825053387617,100.0,464.8677847,663.368593,1.46,2,57.24681505722131,33.19026613232577,73.20360194840535,264.460389463306,1.8919549641676978,70,0.0,0
21.438566108909974,54.16610355586499,100.0,15.07984088,685.1133782,1.31,2,125.50284457457099,9.008689746573431,77.07664325155066,585.2597753180144,4.589831943632369,100,3.8735201710271774,0
20.710777120940993,72.81131415172437,100.0,192.3283519,132.2606516,1.21,2,112.51128675392061,94.3035284389195,30.578154961804458,689.8049163827727,4.607931319801957,100,4.790478998231775,0
20.377575775275428,48.38237477085231,100.0,108.8645797,378.5710735,1.29,2,74.03200465793739,65.0197103024475,-6.46136544314902,1104.6692748103274,5.682120324044503,62,7.38040111089299,0
31.76,82.7,440.53,473.0403349,579.0500903,0.97,3,101.0,91.0,111.0,451.06,3.84,115,3.09,1
30.34,84.98,152.21,1013.313287,392.1817936,1.06,2,107.0,69.0,93.0,588.19,2.49,94,2.28,1
19.654250308001863,78.02822843155549,100.0,214.7853396,663.0132026,1.3,2,106.12111130341435,119.67432905374861,53.87827942477794,435.76020082037746,4.3420896327467045,85,1.5732949263657767,0
26.73,73.71,138.66,317.3810243,801.7698223,1.13,2,111.0,108.0,131.0,641.6,2.12,100,2.38,1
24.61,67.41,331.94,383.9176113,683.8434437,1.05,2,111.0,44.0,55.0,117.36,3.54,85,6.47,1
27.5,93.0,213.0,50.08002216,37.0592164,0.74,1,117.0,42.0,58.0,203.0,1.02,17,3.67,1
19.493520363764695,89.36281223467458,100.0,692.4426256,419.4164924,0.97,2,45.574487384393535,100.15984533758109,29.625151337930063,185.67300152219042,2.947894940972444,70,1.3441812072560197,0
30.718546862941363,52.90122614728502,100.0,190.3019778,406.4496762,0.99,2,90.43370837129515,119.54516020601334,106.55581502134993,517.1550418046345,5.809020187815408,85,3.9894665226538097,0
21.77372877916202,72.08309025626949,100.0,681.9034321,715.6885187,1.08,2,140.30059793400554,119.57798485092117,76.09383462493241,1055.686813263457,0.8213264556858475,85,1.0995937036609091,0
22.619868674977617,100.0,100.0,240.8990527,662.3706984,0.85,3,58.096552054698314,15.892129404667209,83.95640919609592,11.007397466359663,4.702396337774152,130,0.5588657579422791,0
31.986857887239232,82.01876974497362,100.0,350.8572333,803.4415153,1.37,2,94.11260729767201,17.513352130074594,130.66079003607027,242.6895868379981,2.9849149410108904,70,1.526782051152722,0
20.28,60.83,654.59,648.8105873,458.1997476,1.17,2,80.0,55.0,127.0,672.15,3.09,100,2.79,1
38.58062650194893,100.0,100.0,50.36490259,37.27002792,0.74,1,103.43292220139014,73.59934997410441,0.46744692158610945,844.9324149010712,2.777377266243029,17,6.4056552071357675,0
12.372892670507186,69.87125506808485,100.0,397.9981567,882.9077931,0.95,2,43.6323310279688,33.238778508815365,207.03653119931738,0.0,0.5462129781531755,50,8.263564986210927,0
19.04,82.44,366.28,13.95472536,700.153481,1.36,2,90.0,72.0,126.0,484.62,4.17,100,5.11,1
11.443463916243385,83.08365547917373,100.0,1034.548333,584.7755888,1.11,2,108.94006628281932,81.1264895794146,-5.539912133666718,711.2296440915478,2.772112528563598,65,0.8937185284058029,0
13.012660754301876,67.75102575760052,0.0,1007.82052,503.7656794,1.02,2,59.39213333488899,131.28520201817287,131.50613686970317,204.1037718541769,1.4756964571412108,85,7.557294631777231,0
30.1,78.9,307.0,557.3681818,234.0946363,0.42,0,107.0,38.0,53.0,622.0,2.09,3,3.22,1
31.2,93.6,567.0,563.0000865,236.4600363,0.42,0,107.0,38.0,53.0,622.0,2.09,1,3.32,1
26.1,69.94,446.65,788.3240699,796.0455626,1.43,2,87.0,67.0,113.0,282.69,1.85,100,3.69,1
26.61,73.89,632.75,314.5618444,228.5382775,1.14,2,117.0,74.0,104.0,645.02,2.63,85,5.92,1
36.33414514505664,89.19179474244063,100.0,160.8846168,819.6237596,1.07,2,105.96546056947489,122.95230090858112,-37.611350022202544,179.05094910698284,3.7776399156737286,105,9.160295348505205,0
38.33348649198889,73.73257289622714,100.0,975.762048,42.28065981,0.96,2,81.80672630436256,144.3318894652827,101.33172582140335,1062.3784796062778,0.0,94,0.0,0
35.54322924246442,49.61132529773661,100.0,197.1636435,90.69527599,0.46,0,106.34551535789872,-3.5762954833734995,28.51528680201384,0.0,1.7992314464120733,9,6.0044991262027905,0
27.13,82.15,140.59,605.7995241,453.094887,0.85,2,84.0,72.0,130.0,649.84,3.68,55,5.02,1
23.90618438280469,40.0534726116428,100.0,43.07259881,97.44954404,1.03,2,89.39764403225813,103.03277885327238,23.577399222205564,668.6298101390594,0.0,85,6.421839881040685,0
27.045646267875107,76.1724654300904,100.0,859.6941951,587.246544,0.95,2,78.50305033215196,36.762765201749644,40.17420650794696,879.1312914046318,1.7981398654868466,50,6.353447184170362,0
19.78,78.97,550.82,1094.085534,685.9650799,1.01,2,85.0,105.0,89.0,240.81,2.52,94,6.87,1
21.235690578428162,58.012553582425504,100.0,1088.464681,499.5403674,0.86,2,115.62501875669182,77.18323002316602,73.91416641808472,13.086260711066984,3.4893169944514546,65,7.485506555550857,0
8.50954620030908,71.53425689690616,100.0,985.0492342,194.9953434,1.37,2,112.65454444955282,104.22430623361669,60.39071457874162,902.4657041259352,1.2306496757362364,85,8.395796308082256,0
26.73,69.81,386.33,441.6030928,734.0139651,0.93,2,105.0,73.0,41.0,333.64,3.5,65,4.46,1
29.51,89.45,695.87,603.3083653,380.0674931,1.01,2,68.0,109.0,109.0,381.26,2.8,85,5.46,1
19.494024282616866,42.976774779245595,100.0,158.7908639,836.2477188,1.26,2,97.26182876973502,75.95548602338772,121.8339986610563,265.8454068780753,3.4860223513318593,94,3.307651984060771,0
19.94,65.05,149.82,662.4660081,7.268695979,1.26,2,72.0,45.0,44.0,335.57,1.13,94,4.7,1
22.74,82.95,385.8,826.3008883,375.2329844,0.91,2,79.0,85.0,69.0,441.3,2.26,100,3.68,1
29.327049021850492,96.5211235472942,100.0,904.7682002,481.960137,0.83,2,79.87709184086074,82.62056964028794,97.90648681525762,0.0,3.9639012965159637,100,7.289090776585133,0
15.819732393804774,87.79100902085698,100.0,867.5516747,287.3210266,0.87,3,96.00297399037271,-12.682971997663131,59.06789342859968,985.6643157595206,3.5830796314708806,115,0.9532178082479423,0
23.57320644134044,35.6878178192751,100.0,480.7127223,617.1328195,1.03,2,75.3555477318072,104.94755797947283,152.66080783152387,587.6470665465205,2.793242559068061,65,5.727515564667515,0
13.025854880047035,73.93053465598948,100.0,496.6455806,849.8733353,1.48,2,100.17136477204025,65.30332682593748,119.60549193066895,461.73549950537597,2.4333296361161083,85,5.653176708758867,0
19.269686693221388,57.845795900818004,100.0,317.2379584,306.3218367,1.01,2,30.948008234430418,54.4915967930487,196.83442237290865,714.5579391522277,1.4455765498335162,100,5.983367415285222,0
11.536858554306061,88.44342423271064,100.0,420.0355425,562.2360754,1.11,2,85.65167118412072,46.15021683014644,71.6850857532042,0.0,0.6570081550062516,100,0.0,0
36.18836675027701,94.36729627158402,15.670050496757483,790.2846237,694.8559955,1.49,2,134.63482956097315,50.40561443300395,135.8974585604759,615.5751427977401,2.1587740098337664,85,6.630516257145882,0
32.92832565008649,54.94418167757101,100.0,700.727422,787.5081318,1.48,2,107.00125506470701,50.35127725879967,125.31429668004078,0.0,4.527442436964839,70,4.070822654334096,0
